...1	file_name	total_RNAs	time	rep	condition
196	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_34.npz	7	24hpi	rep3	MKRN1KO HIV
197	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_35.npz	2	24hpi	rep3	MKRN1KO HIV
198	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_36.npz	3	24hpi	rep3	MKRN1KO HIV
199	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_37.npz	5	24hpi	rep3	MKRN1KO HIV
200	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_38.npz	9	24hpi	rep3	MKRN1KO HIV
201	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_002_results_results_cell_39.npz	5	24hpi	rep3	MKRN1KO HIV
202	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_0.npz	11	24hpi	rep3	MKRN1KO HIV
203	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_1.npz	20	24hpi	rep3	MKRN1KO HIV
204	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_2.npz	2136	24hpi	rep3	MKRN1KO HIV
205	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_3.npz	6	24hpi	rep3	MKRN1KO HIV
206	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_4.npz	1285	24hpi	rep3	MKRN1KO HIV
207	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_5.npz	126	24hpi	rep3	MKRN1KO HIV
208	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_6.npz	2	24hpi	rep3	MKRN1KO HIV
209	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_7.npz	48	24hpi	rep3	MKRN1KO HIV
210	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_8.npz	61	24hpi	rep3	MKRN1KO HIV
211	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_9.npz	1654	24hpi	rep3	MKRN1KO HIV
212	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_10.npz	8	24hpi	rep3	MKRN1KO HIV
213	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_11.npz	3	24hpi	rep3	MKRN1KO HIV
214	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_12.npz	2	24hpi	rep3	MKRN1KO HIV
215	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_13.npz	2	24hpi	rep3	MKRN1KO HIV
216	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_14.npz	70	24hpi	rep3	MKRN1KO HIV
217	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_15.npz	38	24hpi	rep3	MKRN1KO HIV
218	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_16.npz	39	24hpi	rep3	MKRN1KO HIV
219	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_17.npz	22	24hpi	rep3	MKRN1KO HIV
220	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_18.npz	139	24hpi	rep3	MKRN1KO HIV
221	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_19.npz	1384	24hpi	rep3	MKRN1KO HIV
222	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_20.npz	2620	24hpi	rep3	MKRN1KO HIV
223	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_21.npz	51	24hpi	rep3	MKRN1KO HIV
224	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_22.npz	15	24hpi	rep3	MKRN1KO HIV
225	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_23.npz	1	24hpi	rep3	MKRN1KO HIV
226	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_24.npz	13	24hpi	rep3	MKRN1KO HIV
227	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_25.npz	3	24hpi	rep3	MKRN1KO HIV
228	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_26.npz	1	24hpi	rep3	MKRN1KO HIV
229	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_27.npz	4	24hpi	rep3	MKRN1KO HIV
230	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_28.npz	7	24hpi	rep3	MKRN1KO HIV
231	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_29.npz	1	24hpi	rep3	MKRN1KO HIV
232	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_30.npz	3	24hpi	rep3	MKRN1KO HIV
233	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_008_results_results_cell_31.npz	0	24hpi	rep3	MKRN1KO HIV
234	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_0.npz	850	24hpi	rep3	MKRN1KO HIV
235	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_1.npz	1463	24hpi	rep3	MKRN1KO HIV
236	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_2.npz	2281	24hpi	rep3	MKRN1KO HIV
237	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_3.npz	1296	24hpi	rep3	MKRN1KO HIV
238	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_4.npz	585	24hpi	rep3	MKRN1KO HIV
239	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_5.npz	7	24hpi	rep3	MKRN1KO HIV
240	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_6.npz	4	24hpi	rep3	MKRN1KO HIV
241	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_7.npz	4	24hpi	rep3	MKRN1KO HIV
242	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_8.npz	2	24hpi	rep3	MKRN1KO HIV
243	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_9.npz	1	24hpi	rep3	MKRN1KO HIV
244	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_10.npz	1	24hpi	rep3	MKRN1KO HIV
245	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_11.npz	4	24hpi	rep3	MKRN1KO HIV
246	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_12.npz	4	24hpi	rep3	MKRN1KO HIV
247	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_13.npz	3	24hpi	rep3	MKRN1KO HIV
248	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_14.npz	9	24hpi	rep3	MKRN1KO HIV
249	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_15.npz	0	24hpi	rep3	MKRN1KO HIV
250	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_16.npz	1	24hpi	rep3	MKRN1KO HIV
251	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_17.npz	5	24hpi	rep3	MKRN1KO HIV
252	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_18.npz	1	24hpi	rep3	MKRN1KO HIV
253	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_19.npz	8	24hpi	rep3	MKRN1KO HIV
254	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_20.npz	1	24hpi	rep3	MKRN1KO HIV
255	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_21.npz	1	24hpi	rep3	MKRN1KO HIV
256	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_22.npz	27	24hpi	rep3	MKRN1KO HIV
257	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_23.npz	17	24hpi	rep3	MKRN1KO HIV
258	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_24.npz	56	24hpi	rep3	MKRN1KO HIV
259	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_25.npz	4	24hpi	rep3	MKRN1KO HIV
260	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_26.npz	6	24hpi	rep3	MKRN1KO HIV
261	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_27.npz	50	24hpi	rep3	MKRN1KO HIV
262	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_28.npz	9	24hpi	rep3	MKRN1KO HIV
263	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_29.npz	1	24hpi	rep3	MKRN1KO HIV
264	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_30.npz	1	24hpi	rep3	MKRN1KO HIV
265	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_31.npz	17	24hpi	rep3	MKRN1KO HIV
266	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_32.npz	0	24hpi	rep3	MKRN1KO HIV
267	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_33.npz	22	24hpi	rep3	MKRN1KO HIV
268	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_34.npz	2	24hpi	rep3	MKRN1KO HIV
269	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_009_results_results_cell_35.npz	8	24hpi	rep3	MKRN1KO HIV
270	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_0.npz	5	24hpi	rep3	MKRN1KO HIV
271	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_1.npz	28	24hpi	rep3	MKRN1KO HIV
272	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_2.npz	29	24hpi	rep3	MKRN1KO HIV
273	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_3.npz	6	24hpi	rep3	MKRN1KO HIV
274	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_4.npz	10	24hpi	rep3	MKRN1KO HIV
275	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_5.npz	681	24hpi	rep3	MKRN1KO HIV
276	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_6.npz	38	24hpi	rep3	MKRN1KO HIV
277	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_7.npz	806	24hpi	rep3	MKRN1KO HIV
278	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_8.npz	25	24hpi	rep3	MKRN1KO HIV
279	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_9.npz	7	24hpi	rep3	MKRN1KO HIV
280	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_10.npz	1	24hpi	rep3	MKRN1KO HIV
281	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_11.npz	5	24hpi	rep3	MKRN1KO HIV
282	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_12.npz	35	24hpi	rep3	MKRN1KO HIV
283	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_13.npz	58	24hpi	rep3	MKRN1KO HIV
284	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_14.npz	41	24hpi	rep3	MKRN1KO HIV
285	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_15.npz	1765	24hpi	rep3	MKRN1KO HIV
286	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_16.npz	6	24hpi	rep3	MKRN1KO HIV
287	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_17.npz	191	24hpi	rep3	MKRN1KO HIV
288	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_18.npz	2808	24hpi	rep3	MKRN1KO HIV
289	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_19.npz	1144	24hpi	rep3	MKRN1KO HIV
290	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_20.npz	2205	24hpi	rep3	MKRN1KO HIV
291	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_21.npz	1805	24hpi	rep3	MKRN1KO HIV
292	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_22.npz	1823	24hpi	rep3	MKRN1KO HIV
293	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_23.npz	70	24hpi	rep3	MKRN1KO HIV
294	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_004_results_results_cell_24.npz	72	24hpi	rep3	MKRN1KO HIV
295	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_0.npz	7	24hpi	rep3	MKRN1KO HIV
296	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_1.npz	7	24hpi	rep3	MKRN1KO HIV
297	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_2.npz	6	24hpi	rep3	MKRN1KO HIV
298	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_3.npz	61	24hpi	rep3	MKRN1KO HIV
299	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_4.npz	2	24hpi	rep3	MKRN1KO HIV
300	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_5.npz	6	24hpi	rep3	MKRN1KO HIV
301	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_6.npz	23	24hpi	rep3	MKRN1KO HIV
302	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_7.npz	11	24hpi	rep3	MKRN1KO HIV
303	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_8.npz	9	24hpi	rep3	MKRN1KO HIV
304	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_9.npz	5	24hpi	rep3	MKRN1KO HIV
305	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_10.npz	30	24hpi	rep3	MKRN1KO HIV
306	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_11.npz	2	24hpi	rep3	MKRN1KO HIV
307	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_12.npz	1294	24hpi	rep3	MKRN1KO HIV
308	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_13.npz	39	24hpi	rep3	MKRN1KO HIV
309	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_14.npz	12	24hpi	rep3	MKRN1KO HIV
310	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_15.npz	3	24hpi	rep3	MKRN1KO HIV
311	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_16.npz	4	24hpi	rep3	MKRN1KO HIV
312	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_17.npz	6	24hpi	rep3	MKRN1KO HIV
313	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_18.npz	38	24hpi	rep3	MKRN1KO HIV
314	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_19.npz	18	24hpi	rep3	MKRN1KO HIV
315	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_20.npz	1611	24hpi	rep3	MKRN1KO HIV
316	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_21.npz	6	24hpi	rep3	MKRN1KO HIV
317	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_22.npz	3	24hpi	rep3	MKRN1KO HIV
318	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_23.npz	2	24hpi	rep3	MKRN1KO HIV
319	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_24.npz	269	24hpi	rep3	MKRN1KO HIV
320	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_007_results_results_cell_25.npz	108	24hpi	rep3	MKRN1KO HIV
321	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_0.npz	2204	24hpi	rep3	MKRN1KO HIV
322	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_1.npz	1803	24hpi	rep3	MKRN1KO HIV
323	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_2.npz	52	24hpi	rep3	MKRN1KO HIV
324	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_3.npz	784	24hpi	rep3	MKRN1KO HIV
325	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_4.npz	2375	24hpi	rep3	MKRN1KO HIV
326	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_5.npz	38	24hpi	rep3	MKRN1KO HIV
327	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_6.npz	1379	24hpi	rep3	MKRN1KO HIV
328	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_7.npz	3718	24hpi	rep3	MKRN1KO HIV
329	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_8.npz	2367	24hpi	rep3	MKRN1KO HIV
330	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_9.npz	43	24hpi	rep3	MKRN1KO HIV
331	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_10.npz	3	24hpi	rep3	MKRN1KO HIV
332	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_11.npz	31	24hpi	rep3	MKRN1KO HIV
333	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_12.npz	12	24hpi	rep3	MKRN1KO HIV
334	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_13.npz	4	24hpi	rep3	MKRN1KO HIV
335	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_14.npz	7	24hpi	rep3	MKRN1KO HIV
336	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_15.npz	90	24hpi	rep3	MKRN1KO HIV
337	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_16.npz	1678	24hpi	rep3	MKRN1KO HIV
338	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_17.npz	1611	24hpi	rep3	MKRN1KO HIV
339	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_18.npz	9	24hpi	rep3	MKRN1KO HIV
340	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_19.npz	69	24hpi	rep3	MKRN1KO HIV
341	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_006_results_results_cell_20.npz	344	24hpi	rep3	MKRN1KO HIV
342	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_0.npz	3856	24hpi	rep3	MKRN1KO HIV
343	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_1.npz	10	24hpi	rep3	MKRN1KO HIV
344	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_2.npz	141	24hpi	rep3	MKRN1KO HIV
345	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_3.npz	4	24hpi	rep3	MKRN1KO HIV
346	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_4.npz	11	24hpi	rep3	MKRN1KO HIV
347	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_5.npz	14	24hpi	rep3	MKRN1KO HIV
348	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_6.npz	212	24hpi	rep3	MKRN1KO HIV
349	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_7.npz	805	24hpi	rep3	MKRN1KO HIV
350	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_8.npz	23	24hpi	rep3	MKRN1KO HIV
351	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_9.npz	3	24hpi	rep3	MKRN1KO HIV
352	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_10.npz	3852	24hpi	rep3	MKRN1KO HIV
353	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_11.npz	6766	24hpi	rep3	MKRN1KO HIV
354	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_12.npz	98	24hpi	rep3	MKRN1KO HIV
355	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_13.npz	1303	24hpi	rep3	MKRN1KO HIV
356	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_14.npz	10	24hpi	rep3	MKRN1KO HIV
357	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_15.npz	158	24hpi	rep3	MKRN1KO HIV
358	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_16.npz	261	24hpi	rep3	MKRN1KO HIV
359	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_17.npz	937	24hpi	rep3	MKRN1KO HIV
360	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_18.npz	597	24hpi	rep3	MKRN1KO HIV
361	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_19.npz	359	24hpi	rep3	MKRN1KO HIV
362	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_20.npz	23	24hpi	rep3	MKRN1KO HIV
363	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_21.npz	80	24hpi	rep3	MKRN1KO HIV
364	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_22.npz	77	24hpi	rep3	MKRN1KO HIV
365	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_23.npz	16	24hpi	rep3	MKRN1KO HIV
366	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_24.npz	30	24hpi	rep3	MKRN1KO HIV
367	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_25.npz	27	24hpi	rep3	MKRN1KO HIV
368	20221221_221221_smFISH_MKRN1KO_HIV_rep3_24hpi_012_results_results_cell_26.npz	23	24hpi	rep3	MKRN1KO HIV
369	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_0.npz	1215	24hpi	rep2	MKRN1KO HIV
370	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_1.npz	1031	24hpi	rep2	MKRN1KO HIV
371	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_2.npz	61	24hpi	rep2	MKRN1KO HIV
372	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_3.npz	54	24hpi	rep2	MKRN1KO HIV
373	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_4.npz	3	24hpi	rep2	MKRN1KO HIV
374	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_5.npz	0	24hpi	rep2	MKRN1KO HIV
375	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_6.npz	1	24hpi	rep2	MKRN1KO HIV
376	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_7.npz	2	24hpi	rep2	MKRN1KO HIV
377	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_8.npz	0	24hpi	rep2	MKRN1KO HIV
378	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_9.npz	0	24hpi	rep2	MKRN1KO HIV
379	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_10.npz	9	24hpi	rep2	MKRN1KO HIV
380	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_11.npz	42	24hpi	rep2	MKRN1KO HIV
381	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_12.npz	9	24hpi	rep2	MKRN1KO HIV
382	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_13.npz	6	24hpi	rep2	MKRN1KO HIV
383	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_14.npz	845	24hpi	rep2	MKRN1KO HIV
384	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_15.npz	23	24hpi	rep2	MKRN1KO HIV
385	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_16.npz	4	24hpi	rep2	MKRN1KO HIV
386	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_17.npz	0	24hpi	rep2	MKRN1KO HIV
387	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_18.npz	4	24hpi	rep2	MKRN1KO HIV
388	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_19.npz	2	24hpi	rep2	MKRN1KO HIV
389	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_20.npz	3	24hpi	rep2	MKRN1KO HIV
390	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_21.npz	1	24hpi	rep2	MKRN1KO HIV
391	20221218_221218_smFISH_MKRN1KO_HIV_rep2_24hpi_001_results_results_cell_22.npz	2	24hpi	rep2	MKRN1KO HIV
